//X Y Z Nx Ny Nz
10711.24121094 -7024.68554688 4950.86669922 0.153992 0.988020 -0.010116
7114.26367188 -6457.57226563 5722.30126953 0.153992 0.988020 -0.010116
9487.19921875 -6839.34960938 4460.09570313 0.153992 0.988020 -0.010116
14269.84863281 -7580.55810547 4698.76660156 0.153992 0.988020 -0.010116
11508.46582031 -7157.40185547 4088.51953125 0.153992 0.988020 -0.010116
13574.69921875 -7476.39697266 4312.40576172 0.153992 0.988020 -0.010116
11516.75781250 -7151.31396484 4814.77636719 0.153992 0.988020 -0.010116
9034.63671875 -6767.61523438 4594.79492188 0.153992 0.988020 -0.010116
10433.99023438 -6986.90625000 4426.17773438 0.153992 0.988020 -0.010116
6817.45214844 -6410.04687500 5857.73144531 0.153992 0.988020 -0.010116
603.54565430 -5400.14355469 5674.75683594 0.161640 0.986797 0.010173
5480.50097656 -6187.66503906 4701.29248047 0.161640 0.986797 0.010173
4388.30029297 -6014.08886719 5197.02392578 0.161640 0.986797 0.010173
3288.62207031 -5832.90087891 5056.81933594 0.161640 0.986797 0.010173
4947.29882813 -6113.34765625 5980.54394531 0.161640 0.986797 0.010173
2915.77758789 -5782.39599609 6096.82812500 0.161640 0.986797 0.010173
3284.57495117 -5837.61865234 5592.28515625 0.161640 0.986797 0.010173
3450.37158203 -5860.54101563 5175.91210938 0.161640 0.986797 0.010173
6847.84082031 -6416.60791016 5239.33789063 0.161640 0.986797 0.010173
6799.91113281 -6404.28613281 4792.81103516 0.161640 0.986797 0.010173
3678.57226563 -5899.83398438 5373.61914063 0.161640 0.986797 0.010173
9825.07421875 -6885.55468750 5975.26611328 0.156882 0.987565 0.010158
8562.43750000 -6697.68896484 7247.59423828 0.156882 0.987565 0.010158
10670.48828125 -7019.15722656 5897.40820313 0.156882 0.987565 0.010158
6532.25195313 -6363.60595703 6122.09033203 0.156882 0.987565 0.010158
7242.91943359 -6485.16406250 6972.95019531 0.156882 0.987565 0.010158
10346.57617188 -6972.47753906 6373.86230469 0.156882 0.987565 0.010158
8751.86230469 -6713.80273438 5861.03564453 0.156882 0.987565 0.010158
6369.14550781 -6337.78320313 6132.44970703 0.156882 0.987565 0.010158
13312.97265625 -7432.75488281 5258.02148438 0.156882 0.987565 0.010158
6207.88574219 -6317.64648438 6677.05517578 0.156882 0.987565 0.010158
4787.20117188 -6091.12402344 6880.29687500 0.160219 0.987081 -0.001120
6978.05566406 -6445.50537109 7398.47070313 0.160219 0.987081 -0.001120
7505.41357422 -6530.80126953 7533.77978516 0.160219 0.987081 -0.001120
2108.21704102 -5649.63134766 6291.05126953 0.162760 0.986665 0.001122
2969.08569336 -5792.39501953 6705.34863281 0.162760 0.986665 0.001122
3306.00830078 -5848.45800781 7218.01757813 0.162760 0.986665 0.001122
180343.31250000 -708.43176270 -5842.42968750 -0.142142 0.299175 0.943552
179804.51562500 -1580.90966797 -5372.57080078 -0.108027 0.711792 0.694034
179955.62500000 -1843.26757813 -5080.60546875 -0.172601 0.740809 0.649162
179651.25000000 -1679.81689453 -5303.35302734 -0.146233 0.697996 0.701011
179523.04687500 -2155.47998047 -4524.47900391 -0.300843 0.919803 0.251902
180681.54687500 -2125.69677734 -3507.65258789 -0.167146 0.982435 -0.082972
180042.06250000 -2193.64184570 -3039.05224609 -0.144467 0.985004 -0.094322
180181.67187500 -1948.38952637 -2290.18627930 -0.114498 0.938883 -0.324635
180501.18750000 -2032.34912109 -2649.77441406 -0.147041 0.945652 -0.290036
181506.62500000 -1655.43078613 -1994.59228516 -0.075688 0.818288 -0.569803
180397.04687500 -1643.90551758 -1816.06506348 -0.090793 0.817133 -0.569255
179498.92187500 -2307.31323242 -3482.05737305 -0.123121 0.988487 -0.087944
179707.60937500 -2266.47900391 -3306.79052734 -0.100763 0.990255 -0.096130
177843.46875000 -1940.96508789 -5230.00341797 -0.009717 0.756569 0.653842
177639.04687500 -87.80816650 -6179.94970703 -0.068544 0.133603 0.988662
178199.89062500 -25.59133911 -6150.11572266 -0.068544 0.133603 0.988662
179250.68750000 -213.40966797 -6046.53271484 -0.079648 0.199733 0.976608
180381.85937500 -861.04602051 6.55603027 -0.163196 0.985049 0.055182
178768.43750000 -1845.42004395 -1874.17907715 -0.067006 0.805498 -0.588798
178836.00000000 -1744.39721680 -1748.71936035 -0.064598 0.773746 -0.630194
179748.73437500 -990.94378662 247.62536621 -0.170782 0.969477 0.175918
179386.37500000 -1344.34143066 1338.73095703 -0.225529 0.934336 0.275958
179544.67187500 -1224.03723145 1061.56298828 -0.225529 0.934336 0.275958
176324.54687500 -2060.62670898 -5200.13867188 -0.030651 0.899534 0.435774
182771.90625000 -1015.69580078 4822.28222656 -0.516311 0.795913 0.316141
180692.34375000 -2326.57226563 5631.70214844 -0.360822 0.867509 0.342397
182323.53125000 -1284.62280273 4773.83007813 -0.424506 0.847456 0.318768
181897.54687500 -1761.37194824 5503.41455078 -0.417632 0.855298 0.306674
186439.53125000 -661.41912842 8832.16699219 -0.557106 0.677562 0.480149
185161.17187500 -1236.42956543 8257.48437500 -0.456748 0.802915 0.383027
185607.42187500 -1383.85314941 9074.61132813 -0.452288 0.799955 0.394344
185880.89062500 -909.44305420 8533.69335938 -0.563712 0.644483 0.516596
178404.81250000 -1737.28979492 1864.81250000 -0.224579 0.919771 0.321848
177526.92187500 -1854.62463379 1596.20397949 -0.202905 0.923715 0.324932
181734.73437500 -2036.64282227 6023.09667969 -0.398108 0.853531 0.336146
183030.92187500 -1349.61987305 5906.12158203 -0.444528 0.830937 0.334574
183581.75000000 -1334.43261719 6600.83789063 -0.444528 0.830937 0.334574
184354.92187500 -1218.87768555 7340.70068359 -0.444528 0.830937 0.334574
183286.46875000 -1838.22265625 7389.09326172 -0.449210 0.783279 0.429749
183031.15625000 -1938.58386230 7305.47460938 -0.449210 0.783279 0.429749
182752.40625000 -2257.52148438 7801.71728516 -0.379236 0.864413 0.330105
175144.67187500 -2555.24340820 -4126.63183594 -0.032126 0.993691 0.107456
174339.78125000 -2470.85913086 -4540.23779297 0.086990 0.898901 0.429429
177262.84375000 -1742.73144531 1143.28198242 -0.158855 0.932410 0.324617
182184.03125000 -2281.18530273 7217.38037109 -0.372965 0.867182 0.329989
180562.25000000 -2503.37866211 5959.10498047 -0.356913 0.876334 0.323499
181529.62500000 -2316.06445313 6547.30126953 -0.373457 0.873432 0.312484
175868.31250000 -3091.87915039 3644.10546875 -0.182453 0.906517 0.380708
175360.70312500 -2347.92529297 1633.33483887 -0.182453 0.906517 0.380708
176021.23437500 -2475.06494141 2253.27954102 -0.182453 0.906517 0.380708
176685.82812500 -3059.85717773 4029.91113281 -0.228043 0.895989 0.381053
176444.65625000 -2377.75292969 2275.65136719 -0.228043 0.895989 0.381053
176875.75000000 -2277.71264648 2298.90893555 -0.228043 0.895989 0.381053
176200.25000000 -2603.98730469 2662.37866211 -0.228043 0.895989 0.381053
173043.90625000 -452.79290771 -6327.05712891 -0.017074 0.160497 0.986889
171932.62500000 -583.06994629 -6324.73388672 -0.017074 0.160497 0.986889
171476.37500000 -492.03259277 -6347.41162109 -0.017074 0.160497 0.986889
171377.37500000 -788.27984619 -6300.66259766 -0.017074 0.160497 0.986889
174794.67187500 -1718.71594238 -348.45144653 -0.072211 0.941374 0.329546
180419.20312500 -2973.57202148 7117.85986328 -0.340801 0.887284 0.310775
180447.70312500 -2832.40795898 6744.17871094 -0.340801 0.887284 0.310775
180971.71875000 -3097.19189453 8095.70312500 -0.351234 0.884868 0.306011
180698.75000000 -3370.92504883 8573.64160156 -0.351234 0.884868 0.306011
181297.67187500 -2747.36035156 7458.51806641 -0.351234 0.884868 0.306011
178641.56250000 -3533.18896484 6774.86083984 -0.338143 0.888190 0.311092
178303.40625000 -3895.57055664 7444.54589844 -0.338143 0.888190 0.311092
179210.60937500 -3093.37060547 6135.97949219 -0.338143 0.888190 0.311092
179102.73437500 -3823.98486328 8115.07470703 -0.338143 0.888190 0.311092
179266.85937500 -3396.79296875 7068.64208984 -0.338143 0.888190 0.311092
179325.64062500 -3726.51123047 8079.55419922 -0.338143 0.888190 0.311092
177819.29687500 -4300.92333984 8069.89746094 -0.341390 0.885808 0.314319
178691.23437500 -4422.97021484 9357.75000000 -0.341390 0.885808 0.314319
178976.85937500 -4057.95776367 8641.10937500 -0.341390 0.885808 0.314319
181762.53125000 -3004.18701172 8730.28710938 -0.348536 0.882656 0.315342
182116.82812500 -3283.16064453 10006.07812500 -0.338418 0.893005 0.296674
183593.48437500 -2832.30981445 10366.99707031 -0.343956 0.894881 0.284397
182676.82812500 -3093.33984375 10079.11523438 -0.343956 0.894881 0.284397
183162.84375000 -2880.84033203 9998.49121094 -0.343956 0.894881 0.284397
181784.00000000 -3138.45190430 9155.04589844 -0.353669 0.890887 0.285024
181346.10937500 -3271.84692383 9029.65917969 -0.353669 0.890887 0.285024
180150.82812500 -4316.91015625 10903.44726563 -0.368427 0.890490 0.266998
180098.26562500 -3862.56982422 9318.19140625 -0.357867 0.887928 0.288989
180665.07812500 -3877.56909180 10117.00195313 -0.341434 0.900144 0.270487
182115.79687500 -3451.92333984 10540.33886719 -0.339517 0.903908 0.260149
182166.79687500 -3605.67944336 11144.46289063 -0.352774 0.911454 0.211665
181935.53125000 -3693.93627930 11139.35351563 -0.352774 0.911454 0.211665
182044.90625000 -3937.61914063 12410.66699219 -0.358442 0.911220 0.202973
184360.56250000 -2852.25439453 11390.90234375 -0.339517 0.903908 0.260149
184657.98437500 -2847.86352539 11789.45703125 -0.337540 0.911212 0.236133
181350.31250000 -3818.96166992 10794.50976563 -0.346268 0.900296 0.263753
182802.50000000 -3615.65478516 12287.15625000 -0.326981 0.924322 0.196755
182731.39062500 -3540.80810547 11817.91210938 -0.326981 0.924322 0.196755
174242.96875000 -2464.48144531 1233.93750000 -0.262140 0.882287 0.390963
174178.04687500 -2774.53002930 1890.65551758 -0.262140 0.882287 0.390963
173746.26562500 -3368.80468750 2943.44873047 -0.262140 0.882287 0.390963
173266.28125000 -3365.23754883 2637.24291992 -0.232819 0.888272 0.395941
173534.46875000 -3352.71093750 2767.32543945 -0.232819 0.888272 0.395941
173199.31250000 -2789.35937500 1311.72131348 -0.232819 0.888272 0.395941
172770.68750000 -2458.75781250 -2331.99121094 -0.044030 0.957346 -0.285568
170546.31250000 -847.88684082 -6294.78564453 0.026236 0.301087 0.953236
169667.35937500 -582.74877930 -6354.92773438 0.026236 0.301087 0.953236
179414.28125000 -4534.23779297 10671.51171875 -0.328240 0.918784 0.219304
179151.42187500 -5015.08837891 12199.23046875 -0.356308 0.906041 0.228328
179270.26562500 -4964.01025391 12181.22558594 -0.356308 0.906041 0.228328
180765.12500000 -4612.31445313 14493.83007813 -0.378186 0.925729 -0.001273
180681.60937500 -4646.53125000 14271.66015625 -0.378186 0.925729 -0.001273
179831.34375000 -4955.99365234 13089.95410156 -0.414354 0.896093 0.159146
181680.79687500 -4160.82226563 12996.40527344 -0.367390 0.916364 0.159062
181200.29687500 -4382.67724609 13168.03515625 -0.367390 0.916364 0.159062
182268.92187500 -3987.34472656 13390.38574219 -0.380241 0.923443 0.051670
179743.98437500 -5141.74414063 14531.50292969 -0.461486 0.886856 0.022740
179802.96875000 -5114.86767578 14688.59375000 -0.461486 0.886856 0.022740
180483.82812500 -4713.19140625 13410.33789063 -0.393818 0.907617 0.145388
169276.37500000 -1969.33129883 -5625.93701172 -0.049999 0.678558 0.732843
168876.14062500 -2838.50122070 -2527.57299805 0.079282 0.996838 0.005285
169300.03125000 -2866.36035156 -3545.15161133 0.079282 0.996838 0.005285
169556.31250000 -2746.75048828 -2390.38891602 -0.166311 0.976608 -0.136300
169337.43750000 -2855.23779297 -2899.73510742 -0.166311 0.976608 -0.136300
168465.12500000 -2334.19555664 -5136.33593750 -0.143594 0.871719 0.468494
178792.25000000 -5412.02539063 17409.19140625 -0.444660 0.837833 -0.316723
168038.18750000 -2852.26171875 -1568.71508789 -0.169759 0.985063 -0.028871
168283.71875000 -2847.28393555 -3308.06909180 -0.217001 0.975911 -0.022530
173431.79687500 -6620.38476563 10045.75585938 -0.323849 0.877282 0.354258
173597.14062500 -6905.61914063 10907.54003906 -0.323849 0.877282 0.354258
173322.87500000 -7063.11083984 11046.92675781 -0.323849 0.877282 0.354258
173643.21875000 -6136.04296875 9023.85644531 -0.289297 0.888878 0.355251
174185.57812500 -5965.68847656 9040.69628906 -0.289297 0.888878 0.355251
173960.10937500 -6691.47949219 10677.01757813 -0.289297 0.888878 0.355251
173024.35937500 -6302.48828125 8880.00000000 -0.323849 0.877282 0.354258
171597.07812500 -7460.25781250 10447.28515625 -0.323849 0.877282 0.354258
175050.75000000 -4803.52148438 6981.18261719 -0.268245 0.871417 0.410703
173441.75000000 -5567.73681641 7549.63916016 -0.268245 0.871417 0.410703
173965.96875000 -5134.28613281 6972.77197266 -0.268245 0.871417 0.410703
174313.90625000 -5126.49072266 7184.16699219 -0.268245 0.871417 0.410703
174400.26562500 -5548.46142578 8175.89208984 -0.288149 0.879534 0.378668
178516.82812500 -5815.59521484 16148.88671875 -0.438516 0.889804 -0.126304
178478.42187500 -5681.34082031 17126.23437500 -0.428175 0.845451 -0.319185
178496.76562500 -5362.70361328 17942.16601563 -0.387769 0.857418 -0.338333
176424.60937500 -6678.10253906 16978.96875000 -0.387769 0.857418 -0.338333
167564.67187500 -2923.43408203 -1408.99914551 -0.168243 0.985745 -0.001129
170212.20312500 -4068.95996094 2654.79638672 -0.181131 0.870313 0.457982
170943.53125000 -3111.06005859 1126.91625977 -0.181131 0.870313 0.457982
170320.90625000 -3976.85986328 2523.06054688 -0.181131 0.870313 0.457982
170387.34375000 -3715.10742188 2052.85937500 -0.181131 0.870313 0.457982
176567.04687500 -6573.75732422 14287.44335938 -0.300181 0.936511 0.181215
176597.90625000 -6503.40722656 13974.13867188 -0.300181 0.936511 0.181215
177293.12500000 -6328.56933594 14506.20117188 -0.447929 0.891748 0.064381
176888.82812500 -6571.91845703 15088.22265625 -0.447929 0.891748 0.064381
175684.82812500 -7090.46875000 14868.00683594 -0.425582 0.890115 0.163019
175333.64062500 -7240.62060547 15019.85156250 -0.364074 0.931264 0.014052
175111.37500000 -7322.13378906 14671.31640625 -0.364074 0.931264 0.014052
177493.06250000 -6230.37744141 16393.86328125 -0.446167 0.893690 -0.047465
176651.39062500 -6635.25781250 16669.39648438 -0.446167 0.893690 -0.047465
177949.18750000 -6097.75439453 16121.79296875 -0.351296 0.922326 -0.160952
175588.39062500 -6971.34716797 13950.10156250 -0.421240 0.892799 0.159582
176011.40625000 -6576.33544922 12848.62890625 -0.421240 0.892799 0.159582
175838.70312500 -6757.91894531 13412.72558594 -0.421240 0.892799 0.159582
166684.51562500 -2846.12133789 -3936.52465820 -0.010576 0.976545 0.215052
166263.93750000 -3056.34399414 -2289.90429688 -0.161351 0.983643 0.080078
166622.84375000 -2989.28930664 -2836.24487305 -0.024435 0.997599 0.064807
169202.92187500 -5091.88916016 4170.98046875 -0.221707 0.858171 0.463020
168463.85937500 -5308.69921875 4223.81347656 -0.214545 0.859679 0.463597
168663.95312500 -5383.97412109 4455.11816406 -0.214545 0.859679 0.463597
168367.59375000 -4690.01269531 3032.47412109 -0.214545 0.859679 0.463597
169088.25000000 -4279.70898438 2589.47119141 -0.191119 0.866703 0.460760
169722.14062500 -4008.74291992 2346.27929688 -0.194499 0.868566 0.455811
169748.46875000 -3884.31738281 2121.31542969 -0.194499 0.868566 0.455811
167739.71875000 -4312.72167969 2068.18090820 -0.194931 0.861566 0.468728
167641.25000000 -4120.32910156 1673.50683594 -0.194931 0.861566 0.468728
167805.15625000 -5790.92333984 4813.48095703 -0.201443 0.860980 0.467048
166025.26562500 -3086.91699219 -2204.56518555 -0.027302 0.994891 0.097196
165226.92187500 -3268.35815430 -1573.31909180 -0.154832 0.981413 0.113381
165961.59375000 -2683.62744141 -4616.35595703 0.051670 0.959042 0.278513
173062.59375000 -7482.35791016 11983.22265625 -0.328963 0.901330 0.281758
173517.95312500 -7655.87646484 13277.25781250 -0.443343 0.867150 0.226932
173442.59375000 -7420.77978516 12232.06542969 -0.443343 0.867150 0.226932
165351.09375000 -3004.87768555 -3385.61621094 -0.030837 0.987915 0.151899
165143.25000000 -2853.60302734 -4091.69897461 0.039810 0.941315 0.335175
171146.21875000 -5080.21289063 5138.96826172 -0.239849 0.864362 0.441986
171359.70312500 -5501.30175781 6075.19873047 -0.239849 0.864362 0.441986
171823.42187500 -5239.66064453 5815.35644531 -0.239849 0.864362 0.441986
170360.21875000 -5914.39453125 6341.15625000 -0.239849 0.864362 0.441986
170551.93750000 -5774.56005859 6171.99121094 -0.239849 0.864362 0.441986
170981.31250000 -5839.04199219 6529.46337891 -0.239849 0.864362 0.441986
172304.81250000 -4706.49072266 5035.66455078 -0.239849 0.864362 0.441986
172120.71875000 -6934.24902344 9638.40527344 -0.276471 0.877757 0.391289
172868.29687500 -6061.90625000 8215.09960938 -0.276471 0.877757 0.391289
171455.31250000 -6447.54980469 8078.65283203 -0.276471 0.877757 0.391289
172604.89062500 -6532.17871094 9081.14062500 -0.276471 0.877757 0.391289
172016.07812500 -6771.94238281 9201.19628906 -0.276471 0.877757 0.391289
172773.00000000 -5556.85449219 7074.32617188 -0.278461 0.868858 0.409322
172235.18750000 -5858.61669922 7349.78466797 -0.278461 0.868858 0.409322
172982.48437500 -5223.04052734 6508.66308594 -0.278461 0.868858 0.409322
172948.43750000 -4738.76464844 5459.27636719 -0.278461 0.868858 0.409322
171853.12500000 -5725.78857422 6809.64648438 -0.278461 0.868858 0.409322
173104.75000000 -4776.16503906 5644.35009766 -0.278461 0.868858 0.409322
169878.56250000 -5897.48437500 6053.08007813 -0.220067 0.869789 0.441631
170290.31250000 -6524.16357422 7499.24902344 -0.220067 0.869789 0.441631
169699.62500000 -6037.24902344 6239.63330078 -0.220067 0.869789 0.441631
164439.23437500 -2989.36523438 -3659.47265625 -0.114752 0.978476 0.171511
164977.07812500 -3011.42822266 -3401.60766602 -0.010097 0.988412 0.151459
165068.34375000 -2491.04223633 -5102.97998047 0.024778 0.919402 0.392539
164932.12500000 -2800.96459961 -4275.05810547 -0.080896 0.937601 0.338173
164105.92187500 -2719.78833008 -4606.16113281 -0.082879 0.917104 0.389939
163934.09375000 -3339.20312500 -1950.73754883 -0.131340 0.970383 0.202748
164327.92187500 -3079.38110352 -3180.75634766 -0.003425 0.982957 0.183805
173003.75000000 -7770.25048828 12850.12402344 -0.251563 0.934576 0.251563
173472.70312500 -7958.29199219 14471.07128906 -0.377700 0.904454 0.198256
172446.25000000 -8211.80859375 13890.70898438 -0.368500 0.895352 0.250106
171792.70312500 -7872.02880859 11848.32519531 -0.279795 0.914770 0.291393
171904.20312500 -7574.42773438 11019.64453125 -0.279795 0.914770 0.291393
171790.26562500 -8505.23144531 13941.87109375 -0.398238 0.884477 0.243119
171114.25000000 -8220.18066406 12164.35937500 -0.378313 0.881725 0.281851
171389.67187500 -8166.39843750 12365.88476563 -0.378313 0.881725 0.281851
170765.53125000 -8428.47265625 12377.79589844 -0.326331 0.895549 0.302490
171144.31250000 -7926.68798828 11302.37597656 -0.326331 0.895549 0.302490
170210.82812500 -8735.76855469 12702.14355469 -0.305262 0.903989 0.299363
169535.28125000 -9056.86425781 12978.82128906 -0.308755 0.902627 0.299891
169926.23437500 -8132.40332031 10781.91894531 -0.243363 0.895281 0.373157
170307.81250000 -7639.02343750 9953.83398438 -0.269441 0.880574 0.389861
170735.26562500 -7323.70019531 9537.93750000 -0.269441 0.880574 0.389861
170549.17187500 -7661.74902344 10171.49609375 -0.269441 0.880574 0.389861
169942.26562500 -7639.52441406 9654.05957031 -0.316183 0.869122 0.380336
170195.53125000 -7904.39550781 10471.79199219 -0.316183 0.869122 0.380336
171002.73437500 -8961.84179688 14564.95507813 -0.316035 0.928441 0.195240
170554.37500000 -9198.68554688 14903.92382813 -0.383646 0.901930 0.198338
162973.62500000 -3646.14648438 -1394.38537598 -0.169689 0.946184 0.275574
163453.40625000 -4261.17822266 413.70004272 0.013823 0.943709 0.330487
170482.96875000 -9407.89257813 16309.13769531 -0.297503 0.950175 0.093052
170189.29687500 -9501.26367188 16325.09277344 -0.297503 0.950175 0.093052
170001.10937500 -9682.13281250 17572.22851563 -0.407667 0.913018 -0.014327
162614.53125000 -5478.32421875 2385.93481445 -0.150329 0.862566 0.483095
163801.31250000 -6584.26562500 4734.17333984 -0.150329 0.862566 0.483095
163115.51562500 -6591.27441406 4532.11962891 -0.150329 0.862566 0.483095
162789.60937500 -5474.58886719 2434.03564453 -0.150329 0.862566 0.483095
163257.35937500 -6603.40771484 4598.19091797 -0.150329 0.862566 0.483095
163550.42187500 -4895.79638672 1635.84790039 -0.150329 0.862566 0.483095
163779.51562500 -5267.34619141 2371.86816406 -0.150329 0.862566 0.483095
168990.53125000 -9795.17773438 15411.11914063 -0.396977 0.899333 0.183331
169736.06250000 -9473.68750000 14941.12597656 -0.252291 0.947797 0.195014
169798.65625000 -9668.98535156 16612.32421875 -0.406447 0.911467 0.063465
169297.00000000 -9678.68750000 15359.30761719 -0.289013 0.938947 0.186683
168153.85937500 -10323.78906250 17562.11328125 -0.317612 0.947774 0.029104
162792.28125000 -3777.56298828 -1059.67187500 -0.198669 0.937772 0.284805
162321.37500000 -3582.18603516 -2027.92187500 -0.198669 0.937772 0.284805
162350.15625000 -4713.03906250 856.20526123 -0.129246 0.893362 0.430348
161746.96875000 -4469.93847656 169.59848022 -0.129246 0.893362 0.430348
161171.57812500 -3650.59692383 -2507.81250000 -0.177762 0.938416 0.296269
161924.29687500 -3734.42236328 -1795.04980469 -0.177762 0.938416 0.296269
161453.31250000 -4785.23388672 721.99914551 -0.141650 0.888534 0.436397
168219.04687500 -9838.09179688 14411.75390625 -0.232028 0.945962 0.226537
168012.42187500 -10154.07324219 15566.00292969 -0.286829 0.946670 0.146781
167858.54687500 -10280.13671875 16350.88867188 -0.252494 0.962552 0.098690
168012.00000000 -10286.83886719 16812.37304688 -0.252494 0.962552 0.098690
167799.43750000 -9961.54199219 14495.58398438 -0.234624 0.945356 0.226392
162149.03125000 -6882.11279297 4749.40576172 -0.146939 0.865628 0.478641
161153.53125000 -6428.98828125 3622.85449219 -0.146939 0.865628 0.478641
161836.31250000 -5451.91113281 2071.24194336 -0.172657 0.860332 0.479602
161950.79687500 -4977.42480469 1268.38024902 -0.163167 0.859934 0.483621
160729.12500000 -6112.76611328 2917.19628906 -0.147143 0.866832 0.476394
160830.48437500 -6395.80761719 3462.91162109 -0.147143 0.866832 0.476394
161389.46875000 -5330.88867188 1703.07214355 -0.169738 0.857545 0.485598
160367.71875000 -6016.42773438 2604.54321289 -0.146604 0.869462 0.471745
159857.87500000 -6481.26367188 3303.85742188 -0.146604 0.869462 0.471745
159573.42187500 -6003.33837891 2331.90039063 -0.146604 0.869462 0.471745
159311.37500000 -6039.51220703 2316.76049805 -0.146604 0.869462 0.471745
159675.81250000 -6216.35791016 2757.48681641 -0.146604 0.869462 0.471745
161003.07812500 -4111.03466797 -1213.45104980 -0.241219 0.923484 0.298312
160752.20312500 -5386.13623047 1596.88110352 -0.218529 0.857540 0.465694
159123.67187500 -5946.71679688 1999.89770508 -0.261220 0.874256 0.409194
159327.68750000 -5578.34228516 1344.17553711 -0.261220 0.874256 0.409194
167123.26562500 -10252.32714844 15000.38183594 -0.238450 0.944151 0.227423
167030.89062500 -10460.26953125 16406.54296875 -0.134175 0.988228 0.073505
163501.04687500 -947.11303711 -6372.66406250 -0.047962 0.338330 0.939805
160670.15625000 -1724.51696777 -6238.91357422 -0.047962 0.338330 0.939805
162516.59375000 -1548.39978027 -6206.68896484 -0.047962 0.338330 0.939805
161512.50000000 -1611.85681152 -6235.87841797 -0.047962 0.338330 0.939805
157737.21875000 -1978.83337402 -6299.27880859 -0.047962 0.338330 0.939805
165876.23437500 -10509.73339844 14886.80566406 -0.191035 0.949754 0.247939
165264.40625000 -10874.27050781 16193.08984375 -0.244729 0.962084 0.120422
165687.82812500 -10595.29882813 15084.69531250 -0.189392 0.960203 0.205285
164284.79687500 -11061.34472656 16457.10937500 -0.104336 0.984594 0.140314
163768.14062500 -10912.87695313 15025.50097656 -0.104336 0.984594 0.140314
164289.70312500 -10526.58691406 13897.24511719 -0.179170 0.952430 0.246527
165026.32812500 -10843.28320313 15641.24902344 -0.180333 0.962213 0.204026
158381.53125000 -4322.50195313 -1967.64782715 -0.192203 0.930150 0.312856
158117.32812500 -4482.32421875 -1656.01062012 -0.192203 0.930150 0.312856
158779.71875000 -4208.03564453 -2062.77270508 -0.192203 0.930150 0.312856
158124.17187500 -4143.93261719 -2654.49780273 -0.192203 0.930150 0.312856
157343.00000000 -5546.62402344 593.11456299 -0.135865 0.888127 0.439058
157952.14062500 -5947.77001953 1591.78686523 -0.135865 0.888127 0.439058
157308.37500000 -5898.76562500 1292.68579102 -0.135865 0.888127 0.439058
157837.82812500 -5751.89550781 1161.11328125 -0.135865 0.888127 0.439058
158619.48437500 -4774.33935547 -542.53228760 -0.145376 0.885213 0.441887
158444.68750000 -5795.13964844 1445.36804199 -0.145376 0.885213 0.441887
158841.79687500 -5812.76123047 1610.87609863 -0.145376 0.885213 0.441887
159069.59375000 -5530.63574219 1120.31518555 -0.145376 0.885213 0.441887
159369.37500000 -4743.77441406 -357.90109253 -0.145376 0.885213 0.441887
156878.95312500 -5002.33349609 -835.45593262 -0.181018 0.927541 0.326955
156264.18750000 -4853.58789063 -1598.27246094 -0.181018 0.927541 0.326955
156942.76562500 -6210.35742188 1807.19506836 -0.142011 0.887929 0.437510
156551.26562500 -5328.44433594 -103.17634583 -0.142011 0.887929 0.437510
155346.48437500 -6485.96093750 1849.22851563 -0.148567 0.881305 0.448586
156539.87500000 -6523.41699219 2315.49829102 -0.148567 0.881305 0.448586
156670.84375000 -6627.80908203 2564.10644531 -0.148567 0.881305 0.448586
156456.89062500 -6301.30517578 1842.99682617 -0.117317 0.891895 0.436760
155495.75000000 -5261.60595703 -823.25360107 -0.155759 0.933174 0.323923
155608.57812500 -5069.40722656 -1322.27905273 -0.155759 0.933174 0.323923
155761.98437500 -5660.98388672 333.25735474 -0.179205 0.907496 0.379916
154744.50000000 -6284.27832031 1232.51611328 -0.208903 0.895507 0.392971
155262.90625000 -2205.23168945 -6310.45800781 -0.014904 0.173112 0.984789
151237.53125000 -2679.62646484 -6292.52001953 -0.014904 0.173112 0.984789
153114.42187500 -2604.16186523 -6275.42285156 -0.014904 0.173112 0.984789
149866.85937500 -3125.31835938 -6236.76513672 -0.014904 0.173112 0.984789
148952.42187500 -2844.70996094 -6300.54638672 -0.014904 0.173112 0.984789
157072.07812500 -10993.59765625 13597.56152344 -0.045613 0.967739 0.247791
157873.01562500 -11460.12402344 15942.43066406 -0.071019 0.988448 0.133889
157413.78125000 -11087.99121094 14032.01757813 -0.096698 0.970748 0.219768
158450.65625000 -11259.01562500 14859.21289063 -0.015584 0.969813 0.243352
155754.15625000 -11385.84960938 15141.02050781 0.012396 0.988283 0.152130
156329.92187500 -11706.46679688 17171.94531250 0.012396 0.988283 0.152130
155147.34375000 -11248.53808594 14299.16601563 0.012396 0.988283 0.152130
156516.18750000 -10786.04589844 12681.37500000 -0.050292 0.970270 0.236741
156694.29687500 -10917.59960938 13260.22167969 -0.050292 0.970270 0.236741
156591.56250000 -11698.84863281 17107.43164063 -0.010097 0.988412 0.151459
155547.45312500 -11004.07128906 13343.44042969 -0.071317 0.967155 0.243978
154826.09375000 -11118.68554688 13590.70019531 -0.071317 0.967155 0.243978
155554.57812500 -11191.19238281 14090.70507813 -0.071317 0.967155 0.243978
148255.15625000 -6395.77441406 -1469.04284668 -0.220263 0.902932 0.369050
