//X Y Z Nx Ny Nz
9034.19726563 -6769.36816406 9461.42773438 0.152980 0.988229 -0.001117
12972.50683594 -7381.87255859 8133.61230469 0.152980 0.988229 -0.001117
14522.52539063 -7622.05273438 8214.48046875 0.152980 0.988229 -0.001117
10172.81835938 -6947.76269531 8184.98095703 0.152980 0.988229 -0.001117
12607.27246094 -7324.56445313 8600.76171875 0.152980 0.988229 -0.001117
3577.46923828 -5886.47412109 9168.13476563 0.162760 0.986665 0.001122
6097.37109375 -6300.81201172 9649.18652344 0.162760 0.986665 0.001122
4572.03955078 -6049.37646484 8856.00585938 0.162760 0.986665 0.001122
2717.72753906 -5745.78466797 9540.37500000 0.162760 0.986665 0.001122
2305.90112305 -5678.60156250 9884.75488281 0.162760 0.986665 0.001122
7045.12060547 -6455.08496094 8587.76171875 0.162760 0.986665 0.001122
6301.60205078 -6333.00927734 8587.60937500 0.162760 0.986665 0.001122
7010.55322266 -6449.14697266 8378.86328125 0.162760 0.986665 0.001122
7165.56152344 -6476.39306641 9807.56542969 0.162760 0.986665 0.001122
6474.34814453 -6362.43261719 9431.23339844 0.162760 0.986665 0.001122
3009.36474609 -5795.41259766 8748.03027344 0.158732 0.987290 -0.007880
4302.72509766 -6007.64599609 8308.26367188 0.158732 0.987290 -0.007880
1680.21716309 -5577.90966797 9113.37988281 0.158732 0.987290 -0.007880
3752.85034180 -5916.62597656 8608.35742188 0.158732 0.987290 -0.007880
2232.71264648 -5668.31445313 8962.43652344 0.158732 0.987290 -0.007880
2088.96337891 -5646.66357422 7990.08203125 0.162760 0.986665 0.001122
982.11767578 -5463.06591797 8697.98730469 0.162760 0.986665 0.001122
685.31036377 -5413.83349609 6638.75634766 0.162760 0.986665 0.001122
518.06103516 -5386.09082031 8199.07324219 0.162760 0.986665 0.001122
2027.33886719 -5636.44140625 7459.72998047 0.162760 0.986665 0.001122
3019.28637695 -5800.97998047 7709.14404297 0.162760 0.986665 0.001122
1042.05908203 -5473.00878906 8673.49316406 0.162760 0.986665 0.001122
2002.58850098 -5632.33593750 6967.24853516 0.162760 0.986665 0.001122
313.95654297 -5352.23535156 9333.59667969 0.162760 0.986665 0.001122
184072.60937500 -179.07989502 -5154.23828125 -0.308959 0.401186 0.862319
185545.89062500 -356.63949585 -4400.98291016 -0.466514 0.576872 0.670510
186107.65625000 -406.94720459 -3928.32275391 -0.500639 0.691519 0.520732
185227.35937500 -1074.02990723 -3221.36206055 -0.342195 0.937430 0.064243
185338.46875000 -1037.34985352 -3171.00683594 -0.338204 0.938285 0.072378
185386.10937500 -985.36029053 -2080.46508789 -0.292396 0.952560 -0.084470
186641.48437500 -299.61581421 -1171.68469238 -0.312722 0.821877 -0.476154
182329.01562500 -1380.15246582 -4931.79833984 -0.216494 0.739819 0.637023
181557.12500000 -1549.02148438 -4985.29345703 -0.168962 0.653015 0.738257
182571.28125000 -1709.98242188 -4054.94018555 -0.217993 0.940007 0.262424
181537.62500000 -1805.14025879 -4463.25976563 -0.257519 0.912229 0.318625
183416.40625000 -1586.52819824 -3501.52319336 -0.222977 0.973543 0.049957
183153.45312500 -1577.46240234 -2665.40283203 -0.147183 0.984808 -0.092139
182722.21875000 -1737.06750488 -3311.97558594 -0.175815 0.976334 -0.125938
183614.35937500 -1237.13122559 -1676.65698242 -0.154797 0.907477 -0.390542
182941.75000000 -1442.99450684 -1929.03356934 -0.233087 0.930937 -0.281117
181676.95312500 -1925.98718262 -3183.84130859 -0.216898 0.971655 -0.094031
181408.60937500 -1921.01171875 -2719.24316406 -0.134696 0.950877 -0.278728
183021.37500000 -798.70788574 -936.02142334 -0.060301 0.848419 -0.525879
182650.20312500 -1301.16223145 -1621.82666016 -0.043476 0.812015 -0.582015
182437.96875000 -924.12469482 -1090.38403320 -0.038154 0.750363 -0.659924
180762.57812500 -2115.51684570 -3535.33886719 -0.137631 0.988861 -0.056672
183460.96875000 -274.81439209 244.32418823 -0.341011 0.693443 -0.634704
183201.92187500 -397.66607666 138.63798523 -0.113653 0.981323 -0.155203
179221.85937500 -2242.21166992 -2808.00830078 -0.116178 0.944112 -0.308472
182976.87500000 -456.44488525 -10.77719116 -0.203768 0.957579 -0.203768
182781.09375000 -533.10839844 -231.60743713 -0.166159 0.972853 -0.161085
182337.09375000 -337.22952271 1521.78686523 -0.625619 0.779575 0.029392
179123.68750000 -1759.30566406 -1801.09326172 -0.110572 0.759264 -0.641320
182641.31250000 -423.47149658 556.86810303 -0.304905 0.934208 -0.185171
182050.59375000 -552.46215820 990.81372070 -0.400821 0.914831 -0.049270
182318.93750000 -565.78729248 172.22109985 -0.269265 0.953703 -0.133969
180828.21875000 -780.35864258 -159.08886719 -0.070629 0.996408 -0.046724
182361.26562500 -355.81414795 2021.42016602 -0.678839 0.706673 0.199477
182809.51562500 -213.72320557 3059.92065430 -0.690550 0.684258 0.234378
183300.03125000 -236.45022583 4301.11328125 -0.699997 0.631784 0.332945
177536.29687500 -2076.70117188 -5094.65771484 -0.054735 0.837859 0.543135
182166.34375000 -673.67388916 2631.75610352 -0.492717 0.849150 0.190198
177530.60937500 -2126.16088867 -5003.49121094 -0.069462 0.905726 0.418132
177006.53125000 -2461.50756836 -4210.56884766 -0.062577 0.973016 0.222088
180169.39062500 -944.72442627 417.91427612 -0.172642 0.970633 0.167527
187369.43750000 -463.64868164 9718.38769531 -0.607318 0.573484 0.549800
186912.23437500 -928.93371582 9704.76660156 -0.608767 0.595277 0.524450
187521.73437500 -868.39599609 10345.73925781 -0.602200 0.598826 0.527979
186705.06250000 -1112.87658691 9737.69433594 -0.497042 0.741434 0.450805
185779.96875000 -1419.01306152 9300.69140625 -0.467140 0.744453 0.477044
186878.20312500 -1205.61523438 10088.72460938 -0.494850 0.748029 0.442241
186844.90625000 -1187.98535156 10020.93847656 -0.501947 0.748806 0.432826
188133.71875000 -657.03552246 10820.77929688 -0.604262 0.617727 0.503271
187547.03125000 -1153.05444336 10770.49804688 -0.490661 0.771039 0.405896
188334.67187500 -745.23199463 11181.31152344 -0.610437 0.647231 0.456573
176984.45312500 -2798.45263672 3596.86425781 -0.256600 0.894392 0.366360
177521.10937500 -2426.60058594 3064.47973633 -0.256600 0.894392 0.366360
178105.32812500 -2073.00854492 2575.13330078 -0.213931 0.914593 0.343152
182706.39062500 -2512.83740234 8417.24609375 -0.377352 0.869284 0.319298
186468.79687500 -1352.57556152 9887.50097656 -0.392597 0.843066 0.367570
185673.34375000 -1670.33801270 9758.93945313 -0.397545 0.864161 0.308519
184432.82812500 -1925.30297852 8874.79589844 -0.397545 0.864161 0.308519
186453.15625000 -1627.63537598 10515.93945313 -0.393281 0.850295 0.349756
185431.25000000 -2353.44848633 11165.55859375 -0.391424 0.855563 0.338821
184190.39062500 -2548.81494141 10229.37500000 -0.391424 0.855563 0.338821
183165.09375000 -2611.69824219 9208.15625000 -0.372586 0.866301 0.332721
189669.14062500 -682.58050537 13095.01562500 -0.614132 0.741084 0.271361
189237.93750000 -1135.52575684 13373.05175781 -0.633648 0.750252 0.188714
188171.96875000 -1601.83166504 12689.25878906 -0.477487 0.835989 0.270422
187145.93750000 -1914.35510254 12059.11621094 -0.377417 0.887602 0.264043
187445.20312500 -1869.37414551 12394.27246094 -0.419669 0.873935 0.245183
189227.67187500 -1200.46704102 13878.18847656 -0.597829 0.798539 0.070249
190086.65625000 -545.97015381 14217.30468750 -0.618143 0.781042 -0.088722
185904.21875000 -2562.79394531 12602.15722656 -0.368173 0.915496 0.162222
186584.70312500 -2356.55273438 12995.48828125 -0.365189 0.919268 0.146915
189662.76562500 -694.26708984 14959.47363281 -0.531839 0.751121 -0.391107
188037.56250000 -1833.64782715 13943.46582031 -0.387180 0.921671 -0.024769
187060.98437500 -2205.70751953 13256.13574219 -0.362203 0.927723 0.090214
187550.89062500 -2045.09985352 13577.40820313 -0.407192 0.908984 0.089116
188372.31250000 -1588.25451660 14732.62597656 -0.416984 0.885538 -0.204808
186095.65625000 -2597.06982422 13736.36914063 -0.354578 0.935026 -0.001262
188020.23437500 -1640.81127930 15063.16699219 -0.404299 0.844502 -0.351225
187557.60937500 -1924.43713379 14799.07910156 -0.361203 0.902275 -0.235440
186112.62500000 -2578.48681641 14055.95996094 -0.338506 0.934602 -0.109239
187865.50000000 -1820.16125488 14712.57714844 -0.385369 0.912274 -0.138733
174464.37500000 -3123.22998047 2858.21801758 -0.249673 0.883572 0.396187
174865.06250000 -3139.47021484 3148.55200195 -0.249673 0.883572 0.396187
174781.43750000 -2222.70703125 1048.06030273 -0.249673 0.883572 0.396187
174903.26562500 -3916.55639648 4908.28906250 -0.249673 0.883572 0.396187
176064.59375000 -3715.39355469 5195.35498047 -0.249673 0.883572 0.396187
174185.40625000 -3227.83740234 2914.97314453 -0.249673 0.883572 0.396187
174719.26562500 -3500.96215820 3863.45800781 -0.249673 0.883572 0.396187
175032.93750000 -3336.34594727 3694.68457031 -0.249673 0.883572 0.396187
187846.92187500 -1486.55554199 15617.75683594 -0.411198 0.775263 -0.479461
186816.17187500 -1927.18530273 15648.53613281 -0.377462 0.844198 -0.380594
186929.25000000 -2070.35595703 15208.89257813 -0.357656 0.907896 -0.218648
185643.17187500 -2646.82055664 14875.12792969 -0.373780 0.918471 -0.129225
187643.70312500 -1140.22314453 16201.06152344 -0.389922 0.517177 -0.761898
187966.71875000 -916.25982666 16184.78710938 -0.444618 0.577837 -0.684412
187569.76562500 -1383.12854004 15985.71582031 -0.387157 0.710063 -0.588150
187777.71875000 -1311.44873047 15932.88769531 -0.408215 0.745935 -0.526253
187064.92187500 -858.29638672 16654.37304688 -0.353276 0.517815 -0.779143
185839.75000000 -2362.44775391 15655.17675781 -0.400427 0.840113 -0.365881
186004.89062500 -1882.50488281 16378.80273438 -0.381484 0.774331 -0.504857
186099.62500000 -1347.81372070 16863.20703125 -0.386821 0.600808 -0.699571
177373.45312500 -2962.02612305 4272.68750000 -0.265455 0.894243 0.360366
176355.85937500 -3654.13037109 5249.98291016 -0.265455 0.894243 0.360366
177429.68750000 -4025.55957031 6966.45849609 -0.265455 0.894243 0.360366
177521.96875000 -3539.17456055 5821.34716797 -0.265455 0.894243 0.360366
179229.18750000 -2561.81835938 4789.76855469 -0.305517 0.886450 0.347657
178479.67187500 -2689.01611328 4458.76171875 -0.305517 0.886450 0.347657
177850.31250000 -3531.10937500 6053.45019531 -0.305517 0.886450 0.347657
178168.45312500 -2790.16552734 4444.40234375 -0.305517 0.886450 0.347657
177781.65625000 -3705.14355469 6436.67822266 -0.305517 0.886450 0.347657
180600.53125000 -4306.96484375 11550.69238281 -0.378018 0.895771 0.233871
186094.71875000 -1205.26794434 16964.01953125 -0.378085 0.390636 -0.839318
176981.28125000 -5696.19531250 11086.29882813 -0.350002 0.887773 0.298929
177554.78125000 -4970.02880859 9611.96582031 -0.350002 0.887773 0.298929
177171.53125000 -5365.27099609 10331.38085938 -0.350002 0.887773 0.298929
177791.62500000 -4739.67871094 9209.84179688 -0.364732 0.871388 0.328106
178287.79687500 -4618.19628906 9437.48437500 -0.364732 0.871388 0.328106
177064.71875000 -5167.38232422 9633.23144531 -0.307420 0.898498 0.313360
177109.12500000 -4117.36816406 6954.08105469 -0.291573 0.880762 0.373153
177164.00000000 -4393.48535156 7651.98974609 -0.291573 0.880762 0.373153
176707.00000000 -4251.84716797 6956.34716797 -0.291573 0.880762 0.373153
177300.75000000 -4465.26757813 7949.94970703 -0.321761 0.883711 0.339889
178962.25000000 -4802.56005859 11046.67480469 -0.408560 0.883974 0.227308
178424.57812500 -5326.03027344 12115.19238281 -0.408560 0.883974 0.227308
178011.45312500 -5167.96923828 10753.95312500 -0.408560 0.883974 0.227308
178819.78125000 -4603.74853516 10015.18457031 -0.408560 0.883974 0.227308
178316.53125000 -5048.84130859 10840.51171875 -0.408560 0.883974 0.227308
177093.96875000 -6011.25195313 12377.92968750 -0.401870 0.892883 0.203127
178534.25000000 -5582.71777344 13333.44921875 -0.401870 0.892883 0.203127
177149.82812500 -6104.15722656 12893.30273438 -0.401870 0.892883 0.203127
178051.31250000 -5655.79101563 12714.80371094 -0.423730 0.870079 0.251825
174183.04687500 -4274.17285156 5250.24560547 -0.249673 0.883572 0.396187
174357.23437500 -4516.95361328 5902.60205078 -0.249673 0.883572 0.396187
175374.25000000 -4109.24902344 5637.04492188 -0.249673 0.883572 0.396187
174877.06250000 -4075.11791992 5245.74462891 -0.249673 0.883572 0.396187
175907.20312500 -4361.84277344 6575.81103516 -0.301769 0.878012 0.371525
176126.62500000 -4082.62890625 6093.96777344 -0.301769 0.878012 0.371525
177952.31250000 -5960.11328125 13849.81542969 -0.418570 0.895712 0.150000
178135.59375000 -5892.33300781 13971.42480469 -0.421549 0.898082 0.125478
178781.87500000 -5606.93945313 14111.27636719 -0.422159 0.899016 0.116409
181539.92187500 -3668.30468750 17571.49609375 -0.475873 0.745919 -0.465993
181798.06250000 -3944.59277344 16676.74609375 -0.476388 0.851449 -0.219290
180404.87500000 -4840.13818359 15726.75000000 -0.492925 0.867825 0.062483
178536.48437500 -5766.75732422 14558.81347656 -0.421479 0.902379 0.089823
176378.28125000 -5517.07958984 9966.58984375 -0.303914 0.899882 0.312809
176505.15625000 -5777.61572266 10839.38085938 -0.303914 0.899882 0.312809
176070.37500000 -5257.91015625 8921.76171875 -0.303914 0.899882 0.312809
175609.29687500 -5062.08886719 7989.28808594 -0.301769 0.878012 0.371525
180992.40625000 -4293.78320313 17098.14453125 -0.508800 0.833824 -0.214151
180422.01562500 -4631.23535156 17116.60742188 -0.486830 0.817686 -0.307223
180213.79687500 -4330.09960938 17967.44140625 -0.512826 0.718620 -0.469675
179883.59375000 -5002.89453125 16868.23632813 -0.435465 0.897030 -0.075554
179378.57812500 -5358.95068359 15553.27734375 -0.435465 0.897030 -0.075554
179450.57812500 -5303.44824219 15796.78906250 -0.435465 0.897030 -0.075554
180574.53125000 -4667.06054688 16611.84765625 -0.486634 0.851985 -0.193156
180178.18750000 -4723.16894531 17222.13476563 -0.458842 0.817659 -0.347704
179165.50000000 -5454.12109375 15661.91113281 -0.564423 0.825348 -0.015106
178387.32812500 -5894.03271484 15715.41503906 -0.439324 0.898320 0.003934
178376.50000000 -5848.24804688 14631.97851563 -0.400821 0.914831 0.049270
177453.40625000 -6227.08154297 14160.34863281 -0.400821 0.914831 0.049270
175260.40625000 -5949.47607422 10035.13574219 -0.341036 0.880632 0.328911
174893.57812500 -6355.95996094 10739.61914063 -0.341036 0.880632 0.328911
174936.65625000 -6418.50195313 10950.92089844 -0.341036 0.880632 0.328911
175177.31250000 -6177.01171875 10555.88671875 -0.341036 0.880632 0.328911
175208.04687500 -5792.06494141 9561.29296875 -0.341036 0.880632 0.328911
174808.01562500 -6241.16113281 10345.08203125 -0.341036 0.880632 0.328911
175482.34375000 -6612.68554688 12205.11035156 -0.343901 0.905851 0.247316
175389.20312500 -6737.52246094 12531.86132813 -0.343901 0.905851 0.247316
174912.84375000 -6810.14355469 12137.11914063 -0.343901 0.905851 0.247316
174740.67187500 -6855.53369141 12064.34765625 -0.343901 0.905851 0.247316
175961.71875000 -6437.64550781 12230.11035156 -0.343901 0.905851 0.247316
176663.98437500 -6390.90185547 17614.64453125 -0.453190 0.869233 -0.197620
174576.70312500 -7464.04052734 17696.04882813 -0.453190 0.869233 -0.197620
174920.06250000 -7265.76025391 17777.51562500 -0.453190 0.869233 -0.197620
176215.23437500 -6629.01318359 17599.91992188 -0.453190 0.869233 -0.197620
176730.35937500 -6272.63525391 17979.04882813 -0.453190 0.869233 -0.197620
174292.92187500 -7646.04687500 17549.67578125 -0.453190 0.869233 -0.197620
167086.34375000 -5542.47509766 4052.92651367 -0.198299 0.860291 0.469656
167144.70312500 -5796.52832031 4544.30615234 -0.198299 0.860291 0.469656
167355.29687500 -5322.93554688 3763.55468750 -0.198299 0.860291 0.469656
167193.17187500 -4683.81835938 2520.93115234 -0.198299 0.860291 0.469656
173812.54687500 -7290.56494141 12447.68750000 -0.300132 0.925999 0.229011
173987.28125000 -7147.97021484 12100.66992188 -0.300132 0.925999 0.229011
174769.71875000 -7367.44384766 14052.91406250 -0.373533 0.914804 0.153642
175085.96875000 -7385.64404297 16043.58007813 -0.444234 0.895178 0.036237
174973.78125000 -7388.15820313 14755.30175781 -0.444234 0.895178 0.036237
173608.26562500 -8063.04736328 17062.96875000 -0.417840 0.908175 -0.025044
173652.04687500 -8051.61474609 16753.46875000 -0.417840 0.908175 -0.025044
174136.79687500 -7767.60546875 14956.42773438 -0.396168 0.915377 0.071662
166559.51562500 -5230.82177734 3266.27880859 -0.169599 0.862743 0.476352
166980.26562500 -3915.21240234 1036.21276855 -0.169599 0.862743 0.476352
166883.20312500 -3127.81762695 -1003.13403320 -0.158567 0.919129 0.360635
166139.85937500 -3337.94213867 -794.11413574 -0.158567 0.919129 0.360635
167050.92187500 -3070.84130859 -1072.28442383 -0.180194 0.917995 0.353293
165903.76562500 -5703.88964844 3884.41821289 -0.179081 0.859886 0.478043
166152.60937500 -5782.85449219 4120.63037109 -0.179081 0.859886 0.478043
166259.95312500 -4416.58105469 1687.24560547 -0.166075 0.862710 0.477650
166298.09375000 -5279.21533203 3260.81494141 -0.166075 0.862710 0.477650
165998.56250000 -3935.09814453 652.91253662 -0.171416 0.916579 0.361248
165495.20312500 -3323.98852539 -1108.16125488 -0.152933 0.918999 0.363390
164679.54687500 -5220.37548828 2585.82519531 -0.166262 0.860738 0.481131
164979.73437500 -5296.37060547 2825.36181641 -0.166262 0.860738 0.481131
165669.09375000 -4240.48486328 1162.66125488 -0.159898 0.861105 0.482629
165344.92187500 -5441.14501953 3205.60375977 -0.159898 0.861105 0.482629
165131.67187500 -3990.26293945 402.37475586 -0.165394 0.914613 0.368955
164851.39062500 -4204.82128906 811.61431885 -0.165394 0.914613 0.368955
164775.29687500 -3572.52514648 -808.29455566 -0.187046 0.912385 0.364097
169204.20312500 -8414.80859375 10987.06152344 -0.249833 0.894373 0.371054
169258.62500000 -8227.68359375 10573.33984375 -0.249833 0.894373 0.371054
164500.78125000 -5213.16699219 2511.66625977 -0.159898 0.861105 0.482629
164254.56250000 -5443.58642578 2841.74267578 -0.159898 0.861105 0.482629
164350.09375000 -5424.06738281 2838.33300781 -0.159898 0.861105 0.482629
163989.67187500 -4697.14062500 1423.07104492 -0.159898 0.861105 0.482629
164534.59375000 -4231.16064453 745.65979004 -0.140268 0.923544 0.356919
163652.34375000 -3683.52294922 -1067.93371582 -0.185260 0.920643 0.343650
167451.26562500 -9022.45410156 11332.02734375 -0.217918 0.899458 0.378796
167618.93750000 -9201.94726563 11856.52832031 -0.217918 0.899458 0.378796
167872.89062500 -8330.04980469 9927.17968750 -0.217918 0.899458 0.378796
168222.71875000 -9121.46777344 12051.35156250 -0.240213 0.897482 0.369898
167765.32812500 -9160.87011719 11848.30957031 -0.240213 0.897482 0.369898
